MEDICAL CONCEPT LABEL,MEDICAL CONCEPT ID
lab::Mitotane::LP18384-5,21392
lab::Mix aptt 1hr ctrl,21393
lab::Mix aptt imm ctrl,21394
lab::Mixing aptt 1 hr,21395
lab::Mixing aptt immed,21396
lab::Mono,21397
lab::Mono test,21398
lab::Monocytes::LP14313-8,21399
lab::Morphine::LP15174-3,21400
lab::Morphology::LP19285-3,21401
lab::Mosquito ige,21402
lab::Motor neu. neuron pro,21403
lab::Mountain cedar ige,21404
lab::Mouse epith. ige,21405
lab::Mouse ur. prot. ige,21406
lab::Mpl 505/515 mutation analysis,21407
lab::Mpl w515k/l gene mut,21408
lab::Mrsa pcr screen,21409
lab::Mtd tb amplification,21410
lab::Mthfr c677t/a1298c mut,21411
lab::Mucin clot::LP17243-4,21412
"lab::Mucopolysaccharide,qn",21413
"lab::Mucopolysaccharide,scr,ur",21414
lab::Mucor racemosus ige,21415
lab::Mugwort (w6) ige,21416
lab::Mugwort ige,21417
lab::Mulberry ige,21418
"lab::Mumps ab, igm",21419
lab::Mumps igg ab,21420
lab::Mushroom ige,21421
lab::Musk antibody,21422
lab::Musk antibody titers,21423
lab::Mustard -f89,21424
lab::Mustard ige,21425
lab::Myasthenia gravis eval,21426
lab::Myco/ureaplasma cul.ur,21427
"lab::Mycobacteria,pcr,resp",21428
lab::Mycobacterium dna det,21429
lab::Mycophenolic acid,21430
lab::Mycoplasma igm,21431
"lab::Mycoplasma pneu. igg, csf",21432
"lab::Mycoplasma pneu.(igg,m)csf",21433
"lab::Mycoplasma pneu., igg ab",21434
lab::Mycoplasma pneu.dna det,21435
lab::Mycoplasma pneumon.igg&igm csf,21436
lab::Mycoplasma/ureaplasma cul,21437
lab::Myelin basic pro.(csf),21438
lab::Myelocytes::LP15077-8,21439
lab::Myeloperoxidase Ab::LP39135-6,21440
lab::Myoglobin::LP14686-7,21441
lab::Myositis assr.plus jo-1 abs,21442
lab::Myositis plus jo-1,21443
lab::N k subset,21444
lab::N-acetylprocainamide::LP16209-6,21445
"lab::N-telopeptide, serum",21446
"lab::N-telopeptide, urine",21447
"lab::N.gon dna,sda,pap vial",21448
"lab::N.gonorrhoeae rna,tma",21449
lab::Naloxone::LP28525-1,21450
lab::Naltrexone::LP15000-0,21451
lab::Name::LP72974-6,21452
lab::Narcolepsy eval,21453
lab::Natalizumab Ab::LP64672-6,21454
lab::Nateglinide::LP64443-2,21455
lab::Natural killer cell panel::LP71237-9,21456
lab::Neiss gon dna amp,21457
lab::Neisseria gonorrhoeae Ab::LP39153-9,21458
lab::Neisseria gonorrhoeae DNA::LP39155-4,21459
lab::Neo. paraneoplastic pro,21460
lab::Neocerebellar deg. para,21461
lab::Neoplast paraneo.pro,21462
lab::Neopterin::LP16216-1,21463
lab::Neural tube defect::LP62866-6,21464
lab::Neuronal Ab::LP39190-1,21465
lab::Neuronal nucl(hu)ab w/rfl,21466
lab::Neuronal nuclear Ab::LP39192-7,21467
lab::Neurontin,21468
lab::Neurotensin::LP15745-0,21469
lab::Neutrophil Ab and HLA Ab screen panel::LP171374-4,21470
lab::Neutrophil Ab::LP39197-6,21471
lab::Neutrophil oxidative burst::LP29088-9,21472
lab::Neutrophils::LP14267-6,21473
lab::Niacin::LP14887-1,21474
lab::Nickel::LP16829-1,21475
lab::Nicotine+Cotinine::LP29089-7,21476
lab::Nicotine::LP16219-5,21477
lab::Nitrite::LP14270-0,21478
lab::Nkx2-3 snp(rs10883365),21479
"lab::Nmda igg, csf",21480
"lab::Nmda igg, serum",21481
lab::Nmo igg ab,21482
"lab::Nmo, csf",21483
lab::Norbuprenorphine::LP34568-3,21484
lab::Norclozapine::LP18081-7,21485
lab::Nordiazepam::LP16104-9,21486
lab::Norepinephrine::LP15271-7,21487
lab::Norfentanyl::LP15048-9,21488
lab::Norfluoxetine::LP14382-3,21489
lab::Norhydrocodone::LP102596-6,21490
lab::Normetanephrine::LP15749-2,21491
lab::Nornicotine::LP31706-2,21492
lab::Norovirus::LP64188-3,21493
lab::Noroxycodone::LP102595-8,21494
lab::North east urd profile,21495
lab::Nortriptyline::LP14984-6,21496
lab::Novel influenza a h1n1(so),21497
lab::Npm1 gene mutation,21498
lab::Npm1 mutation analysis,21499
lab::Nt mom,21500
lab::Nuclear Ab::LP20752-9,21501
lab::Nucleated cells::LP65367-2,21502
lab::Nucleated erythrocytes::LP14464-9,21503
lab::Nutmeg ige,21504
lab::O2 content - art,21505
lab::O2 content - ven,21506
lab::O2 sat - ven (poct),21507
lab::O2 sat- art (poct),21508
lab::O2 sat- cap (poct),21509
lab::O2 saturation - art,21510
lab::O2 saturation - ven,21511
lab::O2 saturation- art,21512
lab::O2 saturation- ven,21513
lab::O2saturation-cord bld,21514
lab::O2svi-o2 saturation venous (istat),21515
lab::Oak (white) -t7,21516
lab::Oak (white) ige,21517
lab::Oat ige,21518
lab::Octanoylcarnitine (C8)::LP19313-3,21519
lab::Octenoylcarnitine (C8:1)::LP19312-5,21520
lab::Octopus (Octopus vulgaris) IgE::LP147396-8,21521
lab::Octreotide::LP97954-9,21522
"lab::Oh-butyrylcarnitine, c4oh",21523
"lab::Oh-dodecanoylcarn, c12oh",21524
"lab::Oh-hexadecanoylcarn,c16oh",21525
"lab::Oh-hexadecenoyl, c16:1-oh",21526
"lab::Oh-hexanoylcarnitine,c6oh",21527
lab::Oh-isovalerylcarnit. c5oh,21528
"lab::Oh-lineleoylcarn,c18:2-oh",21529
"lab::Oh-oleoylcarn, c18:1-oh",21530
lab::Oh-tetradecanoylcar.c14oh,21531
"lab::Oh-tetradecenoyl,c14:1-oh",21532
lab::Oj autoabs,21533
lab::Oleoylcarnitine (C18:1)::LP19328-1,21534
lab::Oligoclonal bands-c,21535
lab::Oligoclonal bands-s,21536
lab::Oligosaccharides::LP18038-7,21537
lab::Olive ige,21538
lab::Onion ige,21539
lab::Opiates::LP14565-3,21540
lab::Orange ige,21541
lab::Orchard -g3,21542
lab::Orchard ige,21543
lab::Oregano ige,21544
lab::Organic acids::LP14888-9,21545
lab::Origin::LP62760-1,21546
lab::Osmolality::LP15272-5,21547
lab::Osmotic fragility::LP14318-7,21548
lab::Osteocalcin::LP15759-1,21549
lab::Others,21550
lab::Ovary igg autoabs,21551
lab::Ovomucoid (f233) ige,21552
lab::Oxalate::LP15761-7,21553
"lab::Oxalic acid,rand ur w/cr",21554
lab::Oxazepam::LP16227-8,21555
lab::Oxcarbazepine::LP20805-5,21556
lab::Oxybutynin::LP18095-7,21557
lab::Oxycodone+Oxymorphone::LP99251-8,21558
lab::Oxycodone::LP15003-4,21559
lab::Oxyhemoglobin::LP15766-6,21560
lab::Oxymorphone::LP15176-8,21561
lab::Oyster,21562
lab::Oyster ige,21563
lab::P-anca titer,21564
lab::P. carinii dfa,21565
lab::P. jiroveci (carinii) dfa,21566
lab::P.a.-1/3ristocetin,21567
lab::P.a.-arachidon. acid,21568
lab::P2y12% inhibition,21569
"lab::P53 gene mutation,leumeta",21570
lab::Pai-1 gene polymorphism,21571
lab::Panca perinuclear ptrn,21572
lab::Panca ptrn dnase sens,21573
lab::Pancreatic elastase 1,21574
lab::Pancreatic islet cell Ab::LP39265-1,21575
lab::Pancreatic isoenzymes,21576
lab::Pancreatic polypeptide::LP15770-8,21577
lab::Panel 9027,21578
lab::Papaya ige,21579
lab::Papp-a,21580
lab::Papp-a mom,21581
lab::Paprika ige,21582
lab::Parainfluenza 1,21583
lab::Parainfluenza 2,21584
lab::Parainfluenza 3,21585
lab::Parainfluenza dfa,21586
lab::Parainfluenza vir. abs,21587
lab::Parakeet serum Ab::LP39302-2,21588
lab::Paraneoplastic autoab lung pnl,21589
lab::Paraneoplastic autoab.eval,21590
lab::Parasites::LP14835-0,21591
lab::Parietal cell Ab::LP39306-3,21592
lab::Paroxetine::LP17979-3,21593
lab::Parrot/pkeet drop ige,21594
lab::Parsley ige,21595
lab::Parvovirus B19 IgG::LP39312-1,21596
lab::Parvovirus B19 IgM::LP39313-9,21597
"lab::Parvovirus b19 igg,igm",21598
lab::Parvovirus b19 interpretation,21599
"lab::Parvovirus b19 qnt,pcr",21600
"lab::Parvovirus dna det.,pcr",21601
lab::Pat.monitoring,21602
lab::Patient temp,21603
lab::Patient temp(poct),21604
lab::Patient-pnp mix 1hr,21605
lab::Patient-pnp mix immed,21606
lab::Pco2 - art,21607
lab::Pco2 - art (poct),21608
lab::Pco2 - cap (poct),21609
lab::Pco2 - cord blood,21610
lab::Pco2 - ven,21611
lab::Pco2 - ven (poct),21612
lab::Pcos panel,21613
lab::Pdgfra mut. analysis,21614
lab::Pea -f12,21615
lab::Pea ige,21616
lab::Peach ige,21617
lab::Peanut (Arachis hypogaea) recombinant (rAra h) 1 IgE::LP147948-6,21618
lab::Peanut (Arachis hypogaea) recombinant (rAra h) 2 IgE::LP147947-8,21619
lab::Peanut (Arachis hypogaea) recombinant (rAra h) 3 IgE::LP147946-0,21620
lab::Peanut (Arachis hypogaea) recombinant (rAra h) 8 IgE::LP148192-0,21621
lab::Peanut (Arachis hypogaea) recombinant (rAra h) 9 IgE::LP148199-5,21622
lab::Peanut -f13,21623
lab::Peanut ige,21624
lab::Pear ige,21625
lab::Pecan nut -f201,21626
lab::Pecan nut ige,21627
lab::Ped. anti-mullerian hor,21628
lab::Ped. fsh,21629
lab::Ped. growth hormone (icma),21630
lab::Ped. growth hormone abs,21631
lab::Ped. growth hormone+ 60 min,21632
lab::Ped. growth hormone+180 minutes,21633
lab::Ped. igf1,21634
lab::Ped. igfbp3,21635
lab::Ped. t3,21636
lab::Ped.dihydrotestosterone,21637
lab::Ped.growth hormone 0 minutes,21638
lab::Ped.growth hormone+15 minutes,21639
lab::Ped.growth hormone+150 minutes,21640
lab::Ped.growth hormone+30 minutes,21641
lab::Ped.growth hormone+90 minutes,21642
lab::Ped.luteinizing hormone,21643
"lab::Peds. vitamin d 1,25 dihydroxy",21644
lab::Peds.growth hormone+120minutes,21645
lab::Pen. brevicomo,21646
lab::Pen. notatum,21647
lab::Penicillin G::LP16237-7,21648
lab::Penicillin V::LP16238-5,21649
lab::Penicilloyl v ige,21650
lab::Periplanata americana ige,21651
lab::Perit.fluid bun,21652
"lab::Peroxisomal, serum",21653
lab::Pertussis dfa smear,21654
lab::Pfa-100 adp/collagen,21655
lab::Pfa-100 epi/collagen,21656
lab::Pha,21657
lab::Phencyclidine::LP14566-1,21658
lab::Phenobarbital::LP14729-5,21659
lab::Phenosense gt(monogram),21660
"lab::Phenosense gt(tm),ny",21661
lab::Phenytoin Free::LP14731-1,21662
lab::Phenytoin::LP14732-9,21663
lab::Phosphatidylethanolamine IgA::LP39369-1,21664
lab::Phosphatidylethanolamine IgG::LP39370-9,21665
lab::Phosphatidylethanolamine IgM::LP39371-7,21666
lab::Phosphorus intake::LP203291-2,21667
"lab::Phosphorus, peritoneal",21668
"lab::Phosphorus, ur - random",21669
"lab::Phosphorus, ur - timed",21670
lab::Physician NPI::LP73110-6,21671
lab::Phytanic acid,21672
lab::Pigeon droppings ige,21673
lab::Pigeon serum Ab::LP39392-3,21674
lab::Pine nut -rf253,21675
lab::Pine nut ige,21676
lab::Pine nut pignoles ige,21677
lab::Pineapple ige,21678
lab::Pinto bean ige,21679
lab::Pinworm prep,21680
lab::Pistachio nut -f203,21681
lab::Pistachio nut ige,21682
lab::Pityrosporum ige,21683
lab::Pjirovecii(carinii)dfa,21684
lab::Pku cofactor screen,21685
lab::Pl-12 autoabs,21686
lab::Pl-7 autoabs,21687
lab::Plaintain ige,21688
lab::Plantain ige,21689
lab::Plasma cells::LP14037-3,21690
lab::Plasminogen::LP16482-9,21691
lab::Plasmodium sp DNA::LP57493-6,21692
lab::Platelet Ab::LP28760-4,21693
lab::Platelet aggregation::LP29282-8,21694
lab::Platelet clump::LP17683-1,21695
lab::Platelets::LP14597-6,21696
lab::Plt function base,21697
lab::Plt function p2y12,21698
lab::Plt. ct,21699
lab::Plt.agg-adp0.5um,21700
lab::Plt.agg-adp1um,21701
lab::Plt.agg-adp2um,21702
lab::Plt.agg-adp4um,21703
lab::Plt.agg-collagen,21704
lab::Plt.agg-thrombin,21705
lab::Plum ige,21706
lab::Pm-scl ab,21707
lab::Pml/rar translocation,21708
lab::Pmp 22 dna sequencing,21709
lab::Pneumococcal igg,21710
lab::Pneumococcal igg(14),21711
lab::Po2 - art,21712
lab::Po2 - art (poct),21713
lab::Po2 - cap (poct),21714
lab::Po2 - cord blood,21715
lab::Po2 - ven,21716
lab::Po2 - ven (poct),21717
lab::Poliovirus abs,21718
lab::Polychlor. biphenyls,21719
lab::Poppy seed ige,21720
lab::Pork -f26,21721
lab::Pork ige,21722
lab::Porphobilinogen deaminase::LP15810-2,21723
lab::Porphobilinogen::LP14481-3,21724
lab::Porphyrins::LP14913-5,21725
lab::Posaconazole::LP71165-2,21726
lab::Post-cath. tropi/ckmbm,21727
lab::Potassium::LP15098-4,21728
lab::Potata (white) ige,21729
"lab::Potato, sweet ige",21730
lab::Pr-3/mpo antibodies,21731
lab::Prader-willi/angelman synd,21732
lab::Prealbumin::LP15837-5,21733
lab::Prednisone::LP18109-6,21734
lab::Pregabalin::LP61621-6,21735
lab::Pregnancies::LP133213-1|LP73139-5,21736
lab::Pregnanetriol::LP15816-9,21737
lab::Pregnenolone::LP15817-7,21738
lab::Prekallikrein (Fletcher Factor)::LP16483-7,21739
lab::Prenatal pnl+hgb elec,21740
lab::Prenatal pnl. + hgb elec,21741
lab::Pressure::LP73147-8,21742
lab::Primidone::LP14730-3,21743
lab::Pro-bnp cardioassessr,21744
lab::Pro-predict enzact,21745
lab::Pro-predict metabolites,21746
lab::Pro-predict tpmt gene,21747
lab::Problem::LP185407-6,21748
lab::Procainamide::LP16261-7,21749
lab::Procalcitonin::LP31682-5,21750
lab::Profilnine f9,21751
lab::Progesterone::LP14041-5,21752
lab::Progra(fk506)trough,21753
lab::Prograf (fk-506),21754
"lab::Prograf (fk-506), random",21755
lab::Prograf(fk-506) trough,21756
"lab::Prograf(fk-506),random",21757
lab::Prograf(fk506)peak,21758
lab::Proinsulin::LP14637-0,21759
lab::Prolactin::LP14688-3,21760
lab::Promyelocytes::LP15084-4,21761
lab::Propeptide i collagen,21762
lab::Propionylcarnitine (C3)::LP19303-4,21763
lab::Propoxyphene::LP15017-4,21764
lab::Propranolol::LP16266-6,21765
lab::Propylene glycol::LP18147-6,21766
lab::Prostaglandin D2::LP18190-6,21767
lab::Prostaglandin E2::LP15824-3,21768
lab::Prostaglandin F2::LP15826-8,21769
lab::Prostatic acid phos,21770
lab::Protein C::LP16485-2,21771
lab::Protein S Ag::LP39487-1,21772
lab::Protein S Free Ag::LP39488-9,21773
lab::Protein S::LP16486-0,21774
lab::Protein fractions.oligoclonal bands::LP18182-3,21775
lab::Protein::LP15838-3,21776
lab::Proteinase 3 Ab::LP39491-3,21777
lab::Prothrombin (g20210a),21778
lab::Prothrombin IgG::LP39494-7,21779
lab::Prothrombin IgM::LP39495-4,21780
lab::Prothrombin frag. 1-2,21781
lab::Prothrombin time,21782
lab::Prothrombin time - sl,21783
lab::Protime (poct),21784
lab::Protoporphyrin.zinc::LP15840-9,21785
lab::Protoporphyrin::LP15839-1,21786
lab::Psa free,21787
lab::Psa post-prostatectomy,21788
lab::Psa total,21789
"lab::Psa, free and total",21790
"lab::Psa, screen, medicare",21791
"lab::Psa, total",21792
"lab::Psy. emergency ur,tox",21793
lab::Pt pnp 1hr,21794
lab::Pt pnp immediate,21795
lab::Pth (c-terminal),21796
lab::Pth antibody,21797
"lab::Pth, bio-intact(1-84)",21798
"lab::Pth, intact",21799
lab::Pumpkin ige,21800
"lab::Purine + pyrimidine pnl.,ur",21801
lab::Purkinje cell yo csf recombx,21802
lab::Pwm,21803
lab::Pyruvate kinase::LP15160-2,21804
lab::Pyruvate::LP15693-2,21805
"lab::Pyruvic acid, blood",21806
lab::Q fever antibodies,21807
lab::Quantitative aslo,21808
lab::Quantitative cry ag,21809
lab::Quantitative rpr,21810
lab::Quest chlamydia/gc,21811
lab::Quetiapine::LP21161-2,21812
lab::Quinidine::LP16271-6,21813
lab::Rabbit epith. ige,21814
lab::Rabbit meat IgE::LP148515-2,21815
"lab::Rabies ab.titer, serum",21816
lab::Rapamycin,21817
lab::Rape seed ige,21818
lab::Rapid influenza a,21819
lab::Rapid influenza b,21820
lab::Rapid rsv antigen,21821
lab::Rapid strep a screen,21822
lab::Raspberry ige,21823
lab::Rast - lobster,21824
lab::Rast food profile,21825
lab::Rast panel 067710,21826
lab::Rast panel 656744,21827
lab::Rast-canary feathers,21828
lab::Rast-goose feathers,21829
lab::Rast-parrot feathers,21830
lab::Rast-turkey feathers,21831
lab::Rate::LP74264-0,21832
lab::Reactive lymph,21833
lab::Reactive mesothelial,21834
lab::Rectal surveillance mdr gnr,21835
lab::Red Pepper IgE::LP148160-7,21836
lab::Red blood cells,21837
lab::Red kidney bean ige,21838
lab::Red snapper ige,21839
lab::Red top grass ige,21840
"lab::Reducing subst., feces",21841
lab::Reducing substances::LP15040-6,21842
lab::Referring physician phone number::LP212125-1,21843
lab::Renin::LP15273-3,21844
lab::Repaglinide::LP34567-5,21845
lab::Repeat specimen,21846
lab::Reproductive culture,21847
lab::Rept. time control,21848
lab::Reptilase time,21849
lab::Resp. syncytial virus,21850
lab::Respir virus culture,21851
lab::Respiratory viral dfa panel,21852
"lab::Respiratory viral pnl,dfa",21853
lab::Results reviewed by,21854
lab::Reticulin IgA::LP39555-5,21855
lab::Reticulocytes::LP16487-8,21856
lab::Retinol::LP15274-1,21857
lab::Retinyl palmitate::LP34632-7,21858
lab::Reverse t3,21859
lab::Rg marsh elder ige,21860
lab::Rh::LP14541-4,21861
lab::Rheumatoid factor::LP16738-4,21862
lab::Rhig,21863
lab::Ri-ab csf,21864
lab::Ribosomal p pro.igg aab,21865
lab::Rice ige,21866
lab::Rickettsia ab pnl,21867
lab::Rifampin::LP16274-0,21868
lab::Risks::LP145058-6,21869
lab::Risperidone::LP17872-0,21870
lab::Ristocetin::LP34424-9,21871
lab::Rnp antibody,21872
lab::Rocky mt spot (g/m),21873
lab::Rotavirus Ag::LP39626-4,21874
"lab::Rsv ab, serum",21875
lab::Rsv antigen detection,21876
"lab::Rubella ab, igm",21877
lab::Rubella igg antibody,21878
"lab::Rubeola ab, igm",21879
lab::Rutt-appearance,21880
lab::Rutt-blood,21881
lab::Rutt-color,21882
lab::Rutt-esr,21883
lab::Rutt-leuk esterase,21884
lab::Rutt-ph,21885
lab::Rutt-specific gravity,21886
lab::Rutt-urinalysis,21887
lab::Rvp panel pcr - viracor,21888
lab::Rvpnl source,21889
lab::Rye ige,21890
lab::S. cerevisiae ab (iga),21891
lab::S. cerevisiae ab (igg),21892
lab::S.aureus pre-surg.scrn pcr,21893
lab::Saa,21894
lab::Salicylates::LP16276-5,21895
lab::Salivary isoenzymes,21896
lab::Salmon -f41,21897
lab::Salmon ige,21898
lab::Salmonella total ab,21899
lab::Salmonella typhi::LP20802-2,21900
lab::Sardine ige,21901
lab::Scallop ige,21902
lab::Schistosomiasis igg ab,21903
lab::Scleroderma diag.pnl,21904
lab::Segmented cells,21905
lab::Selenium::LP14283-3,21906
lab::Sensorimotor neu.pro,21907
lab::Sensory::LP145909-0,21908
lab::Sequential int. scr. 1,21909
lab::Sequential int. scr. 2,21910
"lab::Sequentl integrated scr,2",21911
lab::Serine::LP15861-5,21912
lab::Serotonin::LP14693-3,21913
lab::Sertraline::LP17242-6,21914
lab::Serum benz screen,21915
"lab::Serum integrated scr,1",21916
"lab::Serum integrated scr,2",21917
lab::Sesame seed -f10,21918
lab::Sesame seed ige,21919
lab::Sex::LP101395-4,21920
lab::Sheep milk ige,21921
lab::Sheep sorrel ige,21922
lab::Shellfish mix,21923
lab::Shiga toxin (stx) gene::LP31503-3,21924
lab::Shoxdnadx,21925
lab::Shrimp -f24,21926
lab::Shrimp ige,21927
lab::Sickle cells::LP17228-5,21928
lab::Sickle screen,21929
lab::Sickledex,21930
lab::Sirolimus::LP21368-3,21931
lab::Site,21932
lab::Sjogren's ab (ss-a),21933
lab::Sjogren's ab (ss-b),21934
lab::Slide review,21935
lab::Smith antibody,21936
lab::Smith-lemli-opitz screen,21937
lab::Smooth muscle Ab::LP39761-9,21938
lab::Sodium::LP15099-2,21939
lab::Sole ige,21940
lab::Soluble liver ag (sla),21941
lab::Somatomedin-c,21942
lab::Somatostatin::LP14694-1,21943
lab::Source,21944
lab::Source (sweat),21945
lab::Soybean -f14,21946
lab::Soybean ige,21947
lab::Spec number fr part 1,21948
lab::Spec type for bcraq,21949
lab::Spec type for jak2q,21950
lab::Spec. grav.-dipstick,21951
lab::Spec. grav.-urine,21952
lab::Special microbiology,21953
lab::Specific gravity,21954
"lab::Specific gravity,urine",21955
lab::Specimen consists,21956
lab::Specimen type,21957
lab::Spinach ige,21958
lab::Squash summer ige,21959
lab::Squid,21960
lab::Squid (f258) ige,21961
lab::Srp autoabs,21962
lab::St.louis encephal. pcr,21963
lab::Stachybotrys atra ige,21964
lab::Stachybotrys panel ii,21965
lab::Staclot la,21966
lab::Stat3 snp (rs744166),21967
lab::Status::LP73412-6,21968
lab::Std panel,21969
lab::Stearoylcarnitine (C18)::LP29115-0,21970
lab::Stem cell product given::LP229691-3,21971
"lab::Sterols, plasma",21972
lab::Stonerisk diag. profile,21973
lab::Stools::LP73415-9,21974
lab::Strawberry ige,21975
lab::Streptococcus gp. b ag,21976
lab::Streptomycin::LP16282-3,21977
lab::Streptozyme scr w/refl,21978
lab::Striated muscle Ab::LP39924-3,21979
lab::Striational abs,21980
lab::Strongyloides igg ab,21981
lab::Strychnine::LP14284-1,21982
"lab::Suberylcarnitine, c8dc",21983
lab::Subtelometric delet. by fish,21984
lab::Suds elisa hiv-i,21985
lab::Sulfate::LP15874-8,21986
lab::Sulfonylurea::LP18787-9,21987
lab::Sunflower seed -k84,21988
lab::Sunflower seed ige,21989
lab::Surface::LP73434-0,21990
lab::Surveillance (resp) mar gnr,21991
lab::Surveillance c mar gnr,21992
lab::Surveillance c&s orsa,21993
lab::Surveillance c&s other,21994
lab::Surveillance c&s vre,21995
lab::Surveillance urine,21996
